,gen,fun_consol,ref_consol
1680,Tepidimonas,dark_oxidation_of_sulfur_compounds,FAPROTAXv1.1
1681,Terrabacter,nitrate_reduction  ureolysis,FAPROTAXv1.1
1682,Terracoccus,ureolysis,FAPROTAXv1.1
1683,Terrimonas,non-N,"{Xie, C.-H. and A. Yokota (2006)}"
1684,Tersicoccus,aerobic_chemoheterotrophy nitrate_reduction,FAPROTAXv1.1
1685,Tessaracoccus,aerobic_chemoheterotrophy nitrate_reduction,FAPROTAXv1.1
1686,Tetragenococcus,fermentation,FAPROTAXv1.1
1687,Tetrasphaera,nitrate_reduction  ureolysis,FAPROTAXv1.1
1688,Thalassobacter,aerobic_anoxygenic_phototrophy,FAPROTAXv1.1
1689,Thalassobaculum,aerobic_chemoheterotrophy,FAPROTAXv1.1
1690,Thalassobius,aerobic_chemoheterotrophy,FAPROTAXv1.1
1691,Thalassococcus,aerobic_chemoheterotrophy,FAPROTAXv1.1
1692,Thalassolituus,oil_bioremediation,FAPROTAXv1.1
1693,Thalassospira,"nirS norB  nosZ, aerobic_chemoheterotrophy aromatic_hydrocarbon_degradation nitrate_respiration","(Graf et al., 2014), FAPROTAXv1.1"
1694,Thauera,"nirS norB nosZ, aromatic_compound_degradation aromatic_hydrocarbon_degradation nitrate_denitrification nitrate_respiration nitrite_respiration","(Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1"
1695,Thaumarchaeota,"C_fix    S_cycle  Fe_Cycle   H2_prod  C1_ox  aerobic, aerobic_ammonia_oxidation","(Antharaman et al., 2016), FAPROTAXv1.1"
1696,Themoanaerobacterium,fermentation xylanolysis,FAPROTAXv1.1
1697,Thennosipho,fermentation sulfur_respiration,FAPROTAXv1.1
1698,Thermacetogenium,fermentation sulfate_respiration thiosulfate_respiration,FAPROTAXv1.1
1699,Thermaerobacter,"nirK, aerobic_chemoheterotrophy","(Graf et al., 2014), FAPROTAXv1.1"
1700,Thermicanus,fermentation,FAPROTAXv1.1
1701,Thermincola,dark_hydrogen_oxidation iron_respiration,FAPROTAXv1.1
1702,Thermithiobacillus,dark_sulfide_oxidation dark_sulfite_oxidation dark_thiosulfate_oxidation,FAPROTAXv1.1
1703,Thermoacetogenium,reductive_acetogenesis,FAPROTAXv1.1
1704,Thermoactinomyces,xylanolysis,FAPROTAXv1.1
1705,Thermoanaerobacter,cellulolysis dissimilatory sulfite reduction fermentation iron_respiration nitrate_reduction  reductive_acetogenesis xylanolysis,FAPROTAXv1.1
1706,Thermoanaerobacteraceae,dark_hydrogen_oxidation DNRA fermentation nitrate_respiration sulfate_respiration sulfur_respiration thiosulfate_respiration,FAPROTAXv1.1
1707,Thermoanaerobacteriaceae,reductive_acetogenesis,FAPROTAXv1.1
1708,Thermoanaerobacterium,dissimilatory sulfite reduction fermentation nitrate_reduction  xylanolysis,FAPROTAXv1.1
1709,Thermoanaerobaculaceae_family_Subgroup 10,varied,
1710,Thermoanaerobaculum,fermentation iron_respiration manganese_respiration,FAPROTAXv1.1
1711,Thermobaculum,nirK,"(Graf et al., 2014)"
1712,Thermobifida,"nirK, cellulolysis nitrate_reduction  xylanolysis","(Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1"
1713,Thermobispora,nirK,"(Graf et al., 2014)"
1714,Thermochromatium,ureolysis,FAPROTAXv1.1
1715,Thermococcaceae,chemoheterotrophy sulfur_respiration,FAPROTAXv1.1
1716,Thermococci,chemoheterotrophy,FAPROTAXv1.1
1717,Thermococcus,chitinolysis fermentation xylanolysis,FAPROTAXv1.1
1718,Thermocrispum,nitrate_reduction,FAPROTAXv1.1
1719,Thermodesulfatator,dark_hydrogen_oxidation sulfate_respiration,FAPROTAXv1.1
1720,Thermodesulfobacteria,sulfate_respiration,FAPROTAXv1.1
1721,Thermodesulfobacterium,dark_hydrogen_oxidation dissimilatory sulfite reduction sulfate_respiration sulfur_respiration thiosulfate_respiration,FAPROTAXv1.1
1722,Thermodesulfobiaceae,nitrate_respiration sulfate_respiration thiosulfate_respiration,FAPROTAXv1.1
1723,Thermodesulfobium,dark_hydrogen_oxidation nitrate_respiration sulfate_respiration thiosulfate_respiration,FAPROTAXv1.1
1724,Thermodesulforhabdus,dissimilatory sulfite reduction sulfate_respiration,FAPROTAXv1.1
1725,Thermodesulforhabdus norvegicus,sulfate_respiration,FAPROTAXv1.1
1726,Thermodesulfovibrio,"C_fix   N_cycle  S_cycle   H2_ox  H2_prod  C1_ox  aerobic, nitrate_respiration","(Antharaman et al., 2016), FAPROTAXv1.1"
1727,Thermoflexus,aerobic_chemoheterotrophy fermentation fumarate_respiration,FAPROTAXv1.1
1728,Thermogemmatispora,aerobic_chemoheterotrophy nitrate_reduction,FAPROTAXv1.1
1729,Thermogladius,fermentation,FAPROTAXv1.1
1730,Thermoleophilum,aliphatic_non_methane_hydrocarbon_degradation,FAPROTAXv1.1
1731,Thermolithobacter,dark_hydrogen_oxidation fumarate_respiration thiosulfate_respiration,FAPROTAXv1.1
1732,Thermomicrobium,nosZ,"(Graf et al., 2014)"
1733,Thermomonas,non-N,"(Busse et al., 2002)"
1734,Thermomonospora,cellulolysis ligninolysis nitrate_reduction  xylanolysis,FAPROTAXv1.1
1735,Thermomonosporaceae,aerobic_chemoheterotrophy,FAPROTAXv1.1
1736,Thermonospora,xylanolysis,FAPROTAXv1.1
1737,Thermoplasmata,chemoheterotrophy methanogenesis methanogenesis_by_reduction_of_methyl_compounds_with_H2 methylotrophy,FAPROTAXv1.1
1738,Thermoplasmataceae,chemoheterotrophy sulfur_respiration,FAPROTAXv1.1
1739,Thermopolyspora,nitrate_reduction  xylanolysis,FAPROTAXv1.1
1740,Thermoproteaceae,dark_hydrogen_oxidation nitrate_respiration,FAPROTAXv1.1
1741,Thermoproteales,dark_hydrogen_oxidation sulfur_respiration,FAPROTAXv1.1
1742,Thermosipho,fermentation,FAPROTAXv1.1
1743,Thermosulfidibacter,dark_hydrogen_oxidation sulfur_respiration,FAPROTAXv1.1
1744,Thermoterrabacterium,iron_respiration,FAPROTAXv1.1
1745,Thermothrix,dark_sulfide_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation nitrate_denitrification,FAPROTAXv1.1
1746,Thermotoga,cellulolysis iron_respiration xylanolysis,FAPROTAXv1.1
1747,Thermotogaceae,fermentation thiosulfate_respiration,FAPROTAXv1.1
1748,Thermotogae,fermentation,FAPROTAXv1.1
1749,Thermovenabulum,DNRA fermentation iron_respiration manganese_respiration sulfur_respiration thiosulfate_respiration,FAPROTAXv1.1
1750,Thermovibrio,dark_hydrogen_oxidation DNRA sulfur_respiration,FAPROTAXv1.1
1751,Thermovirga,fermentation,FAPROTAXv1.1
1752,Thermus,"nirK nirS norB, arsenate_respiration arsenite_oxidation_detoxification dissimilatory sulfite reduction iron_respiration nitrate_reduction","(Graf et al., 2014), FAPROTAXv1.1"
1753,thetaiotaomicron,human_gut,FAPROTAXv1.1
1754,Thialkalivibrio,dark_sulfide_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation nitrate_respiration thiosulfate_respiration,FAPROTAXv1.1
1755,Thioalbus,dark_sulfide_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation nitrate_respiration,FAPROTAXv1.1
1756,Thioalkalimicrobium,dark_sulfide_oxidation dark_thiosulfate_oxidation,FAPROTAXv1.1
1757,Thioalkalivibrio,"nirK  norB  nosZ, dark_sulfur_oxidation dark_thiosulfate_oxidation nitrate_respiration","(Graf et al., 2014), FAPROTAXv1.1"
1758,Thiobacillus,"Sulfur oxidation, aerobic_ammonia_oxidation aerobic_chemoheterotrophy dark_hydrogen_oxidation dark_iron_oxidation dark_sulfide_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation dissimilatory oxidation of arsenite for energy not photosynthesis sulfite reduction iron_respiration nitrate_denitrification  nitrate_respiration ureolysis","(Jones et al., 2008) , (Graf et al., 2014) , (Antharaman et al., 2016), FAPROTAXv1.1"
1759,Thiobacter,non-N,"(Hirayama et al., 2005)"
1760,Thiobios,dark_thiosulfate_oxidation,FAPROTAXv1.1
1761,Thiocapsa,"norB  nosZ, anoxygenic_photoautotrophy_S_oxidizing","(Graf et al., 2014), FAPROTAXv1.1"
1762,Thioclava,aerobic_chemoheterotrophy dark_oxidation_of_sulfur_compounds ureolysis,FAPROTAXv1.1
1763,Thiococcus,nitrogen_fixation,FAPROTAXv1.1
1764,Thiocystis,aerobic_anoxygenic_phototrophy anoxygenic_photoautotrophy_H2_oxidizing anoxygenic_photoautotrophy_S_oxidizing nitrogen_fixation ureolysis,FAPROTAXv1.1
1765,Thiodictyon,dark_iron_oxidation,FAPROTAXv1.1
1766,Thiofractor,dark_hydrogen_oxidation sulfur_respiration,FAPROTAXv1.1
1767,Thioglobus,aerobic_chemoheterotrophy dark_sulfur_oxidation dark_thiosulfate_oxidation,FAPROTAXv1.1
1768,Thiogranum,dark_sulfide_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation,FAPROTAXv1.1
1769,Thiohalobacter,dark_thiosulfate_oxidation,FAPROTAXv1.1
1770,Thiohalocapsa,anoxygenic_photoautotrophy_H2_oxidizing anoxygenic_photoautotrophy_S_oxidizing,FAPROTAXv1.1
1771,Thiohalomonas,dark_sulfide_oxidation dark_thiosulfate_oxidation nitrate_denitrification nitrite_respiration,FAPROTAXv1.1
1772,Thiohalophilus,Denitrification,"(Sorokin et al., 2007)?"
1773,Thiolapillus,dark_sulfur_oxidation dark_thiosulfate_oxidation nitrate_respiration,FAPROTAXv1.1
1774,Thiomicrospira,dark_hydrogen_oxidation dark_sulfide_oxidation dark_thiosulfate_oxidation nitrate_denitrification,FAPROTAXv1.1
1775,Thiomonas,aerobic_ammonia_oxidation aerobic_chemoheterotrophy arsenite_oxidation_detoxification dark_iron_oxidation dark_sulfide_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation dissimilatory oxidation of arsenite for energy not photosynthesis knallgas_bacteria ureolysis,FAPROTAXv1.1
1776,Thioprofundum,dark_sulfur_oxidation dark_thiosulfate_oxidation nitrate_respiration,FAPROTAXv1.1
1777,Thioreductor,dark_hydrogen_oxidation DNRA sulfur_respiration,FAPROTAXv1.1
1778,Thiorhodococcus,nitrogen_fixation,FAPROTAXv1.1
1779,Thiorhodospira,photoheterotrophy,FAPROTAXv1.1
1780,Thiosphaera,aerobic_ammonia_oxidation aerobic_chemoheterotrophy dark_oxidation_of_sulfur_compounds dark_sulfide_oxidation dark_thiosulfate_oxidation knallgas_bacteria nitrate_denitrification nitrite_respiration,FAPROTAXv1.1
1781,Thiothrix,"Denitrification, nitrate_reduction  ureolysis","(Williams and Unz, 1985), FAPROTAXv1.1"
1782,Thiotrichaceae,aerobic_chemoheterotrophy dark_oxidation_of_sulfur_compounds dark_sulfide_oxidation DNRA nitrate_respiration nitrogen_fixation,FAPROTAXv1.1
1783,Thiovulum,dark_sulfide_oxidation,FAPROTAXv1.1
1784,Tindallia,iron_respiration reductive_acetogenesis,FAPROTAXv1.1
1785,Tistlia,aerobic_chemoheterotrophy nitrogen_fixation,FAPROTAXv1.1
1786,Tistrella,aerobic_chemoheterotrophy nitrate_reduction,FAPROTAXv1.1
1787,Tolumonas,non-N,"{Fischer-Romero, C., et al. (1996)}"
1788,Treponema,"non-N, dark_hydrogen_oxidation fermentation human_pathogens_all nitrogen_fixation reductive_acetogenesis","(Antharaman et al., 2016), FAPROTAXv1.1"
1789,treptococcus,fish_parasites,FAPROTAXv1.1
1790,Trichococcus,"Denitrification, xylanolysis","(Liu et al., 2002), FAPROTAXv1.1"
1791,Trichodesmium,nitrogen_fixation,FAPROTAXv1.1
1792,Trichophyton,nirK  norB,"(Graf et al., 2014)"
1793,Tropicibacter,aerobic_chemoheterotrophy aromatic_hydrocarbon_degradation plastic_degradation,FAPROTAXv1.1
1794,Tropicimonas,aerobic_chemoheterotrophy hydrocarbon_degradation,FAPROTAXv1.1
1795,Tsukamurella,ureolysis,FAPROTAXv1.1
1796,Tsukamurellaceae,aerobic_chemoheterotrophy,FAPROTAXv1.1
1797,Tumebacillus,aerobic_chemoheterotrophy dark_thiosulfate_oxidation nitrate_reduction,FAPROTAXv1.1
1798,Turneriella,nirK,"(Graf et al., 2014)"
1799,Ulvibacter,nitrate_reduction,FAPROTAXv1.1
1800,Uncinocarpus,nirK  norB,"(Graf et al., 2014)"
1801,uncultured,uncultured_bacteria,"(Graf et al., 2014)"
1802,uncultured archaeon,uncultured_archaea,
1803,uncultured bacterium,uncultured_bacteria,
1804,uncultured Bacteroidetes bacterium,non-N,0
1805,uncultured Candidatus Omnitrophus,Magnetatactic+,"{Kolinko, S., et al. (2016)}"
1806,uncultured Chlorobi bacterium,Sulfur oxidation,https://en.wikipedia.org/wiki/Green_sulfur_bacteria
1807,uncultured euryarchaeote,uncultured_eukaryote,
1808,uncultured Microgenomates group bacterium,uncultured_bacteria,
1809,uncultured organism,uncultured,
1810,uncultured Parcubacteria group bacterium,CPR-OD1,"{Nelson, W. C. and J. C. Stegen (2015)}"
1811,uncultured soil bacterium,uncultured_bacteria,
1812,Undibacterium,non-N,"(K_mpfer et al., 2007)"
1813,Unknown,human_gut,FAPROTAXv1.1
1814,Ureaplasma,human_pathogens_all,FAPROTAXv1.1
1815,Vagococcus,fermentation,FAPROTAXv1.1
1816,Varibaculum,nitrate_reduction,FAPROTAXv1.1
1817,varied,varied,
1818,Variovorax,"non-N, arsenate_detoxification plastic_degradation","{Willems, A., et al. (1991)}, FAPROTAXv1.1"
1819,Veillonella,non-N,
1820,Veillonellaceae,dark_hydrogen_oxidation fermentation iron_respiration nitrate_reduction  reductive_acetogenesis,FAPROTAXv1.1
1821,Venenivibrio,knallgas_bacteria,FAPROTAXv1.1
1822,Verrucomicrobia,"N_cycle  S_cycle    H2_prod   aerobic, methanol_oxidation","(Antharaman et al., 2016), FAPROTAXv1.1"
1823,Verrucomicrobiaceae,aerobic_chemoheterotrophy fermentation ureolysis,FAPROTAXv1.1
1824,Verrucomicrobiales,aerobic_chemoheterotrophy,FAPROTAXv1.1
1825,Verrucomicrobium,non-N,
1826,Viarovorax,plastic_degradation,FAPROTAXv1.1
1827,Vibrio,"nosZ, animal_parasites_or_symbionts aromatic_hydrocarbon_degradation chitinolysis fermentation fish_parasites fumarate_respiration human_pathogens_all human_pathogens_diarrhea xylanolysis","(Graf et al., 2014), FAPROTAXv1.1"
1828,Vibrionaceae,aerobic_chemoheterotrophy fermentation nitrate_reduction,FAPROTAXv1.1
1829,Vibrionales,fermentation,FAPROTAXv1.1
1830,Victivallaceae,fermentation,FAPROTAXv1.1
1831,Victivallis,fermentation,FAPROTAXv1.1
1832,Virgibacillus,"nirK, aerobic_chemoheterotrophy nitrate_reduction  nitrate_respiration ureolysis","(Graf et al., 2014), FAPROTAXv1.1"
1833,Virgisporangium,aerobic_chemoheterotrophy,FAPROTAXv1.1
1834,Vogesella,aerobic_chemoheterotrophy nitrate_denitrification,FAPROTAXv1.1
1835,Vulcanithermus,knallgas_bacteria nitrate_respiration,FAPROTAXv1.1
1836,Waddliaceae,intracellular_parasites,FAPROTAXv1.1
1837,Wautersia,plant_pathogen,FAPROTAXv1.1
1838,Wautersiella,ureolysis,FAPROTAXv1.1
1839,WCHB1-05,Cellulolytic,
1840,Wchb1-05_f__Anaerolineacaea,varied,
1841,Weissella,fermentation,FAPROTAXv1.1
1842,Wenxinia,aerobic_chemoheterotrophy,FAPROTAXv1.1
1843,Williamsia,cellulolysis ureolysis,FAPROTAXv1.1
1844,Wohlfahrtiimonas,human_pathogens_all,FAPROTAXv1.1
1845,Wolinella,"nosZ, arsenate_respiration dark_hydrogen_oxidation dissimilatory sulfite reduction DNRA fumarate_respiration nitrate_respiration nitrite_ammonification sulfur_respiration","(Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1"
1846,Xanthobacter,aerobic_chemoheterotrophy dark_hydrogen_oxidation dark_thiosulfate_oxidation nitrate_reduction  nitrogen_fixation,FAPROTAXv1.1
1847,Xanthomonadaceae,aerobic_chemoheterotrophy chitinolysis nitrate_respiration ureolysis,FAPROTAXv1.1
1848,Xanthomonadales,N_cycle  S_cycle     C1_ox  aerobic,"(Antharaman et al., 2016)"
1849,Xanthomonas,arsenite_oxidation_detoxification dark_sulfide_oxidation plant_pathogen plastic_degradation xylanolysis,FAPROTAXv1.1
1850,Xenorhabdus,invertebrate_parasites,FAPROTAXv1.1
1851,Xylanimicrobium,fermentation nitrate_reduction,FAPROTAXv1.1
1852,Xylanimonas,"nirK, cellulolysis nitrate_reduction","(Graf et al., 2014), FAPROTAXv1.1"
1853,Xylella,plant_pathogen,FAPROTAXv1.1
1854,Xylophilus,plant_pathogen,FAPROTAXv1.1
1855,Yaniella,aerobic_chemoheterotrophy ureolysis,FAPROTAXv1.1
1856,Yeosuana,aromatic_compound_degradation,FAPROTAXv1.1
1857,Yersinia,animal_parasites_or_symbionts human_pathogens_all human_pathogens_gastroenteritis invertebrate_parasites  nitrate_reduction,FAPROTAXv1.1
1858,Yonghaparkia,aerobic_chemoheterotrophy,FAPROTAXv1.1
1859,Youngiibacter,fermentation,FAPROTAXv1.1
1860,Zavarzinia,ureolysis,FAPROTAXv1.1
1861,Zhihengliuella,aerobic_chemoheterotrophy,FAPROTAXv1.1
1862,Zobellella,aerobic_chemoheterotrophy fermentation nitrate_denitrification nitrate_reduction  nitrous_oxide_denitrification ureolysis,FAPROTAXv1.1
1863,Zobellia,norB  nosZ,"(Graf et al., 2014)"
1864,Zoogloea,non-N,
1865,Zunongwangia,aerobic_chemoheterotrophy nitrate_denitrification xylanolysis,FAPROTAXv1.1
1866,Zymomonas,fermentation,FAPROTAXv1.1
1866,Treponema 2,"non-N, dark_hydrogen_oxidation fermentation human_pathogens_all nitrogen_fixation reductive_acetogenesis","(Antharaman et al., 2016), FAPROTAXv1.1"
1866,Methanocella,"methanogenesis, archaea","(Sakai et al., 2008)"
1866,SWB02,"varied, Hyphomonadaceae_family",
1866,Rhynchosporium orthosporum,"fungus, 18S",
1866,Rhynchosporium agropyri,"fungus, 18S",
1866,Terrimicrobium,"non-N, carbohydrate-fermenting","(Qui et al., 2014)"
1866,Candidatus Riegeria,intracellular_parasites,"(Gruber-Vodicka et al., 2011)"
1866,Flavihumibacter,"non-N, aerobic","(Zhang et al., 2013)"
1866,Ohtaekwangia,non-N,"(Yoon et al., 2011)"
1866,Fimbriiglobus,non-N,"(Kulichevskaya et al., 2017)"
